"Notes","Race","Race Code","State","State Code","Year","Year Code","ICD-10 113 Cause List","ICD-10 113 Cause List Code",Deaths,Population,Crude Rate
,"White","2106-3","Michigan","26","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",23,8073343,0.3
,"White","2106-3","Michigan","26","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",23,8073343,0.3
,"White","2106-3","Michigan","26","2010","2010","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",29,8048819,0.4
,"White","2106-3","Michigan","26","2010","2010","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",29,8048819,0.4
,"White","2106-3","Michigan","26","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,8026791,Unreliable
,"White","2106-3","Michigan","26","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,8026791,Unreliable
,"White","2106-3","Michigan","26","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",18,8023676,Unreliable
,"White","2106-3","Michigan","26","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",18,8023676,Unreliable
,"White","2106-3","Michigan","26","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",21,8027063,0.3
,"White","2106-3","Michigan","26","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,8027063,0.3
,"White","2106-3","Michigan","26","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,8023427,Unreliable
,"White","2106-3","Michigan","26","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",15,8023427,Unreliable
,"White","2106-3","Michigan","26","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,8018858,Unreliable
,"White","2106-3","Michigan","26","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,8018858,Unreliable
,"White","2106-3","Michigan","26","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",28,8015307,0.3
,"White","2106-3","Michigan","26","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",27,8015307,0.3
,"White","2106-3","Michigan","26","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,8029056,Unreliable
,"White","2106-3","Michigan","26","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",15,8029056,Unreliable
,"White","2106-3","Michigan","26","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",21,8041198,0.3
,"White","2106-3","Michigan","26","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,8041198,0.3
,"White","2106-3","Michigan","26","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",22,8030450,0.3
,"White","2106-3","Michigan","26","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",22,8030450,0.3
,"White","2106-3","Michigan","26","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",23,8004389,0.3
,"White","2106-3","Michigan","26","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",23,8004389,0.3
,"White","2106-3","Minnesota","27","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,4706165,Unreliable
,"White","2106-3","Minnesota","27","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,4706165,Unreliable
,"White","2106-3","Minnesota","27","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,4716540,Unreliable
,"White","2106-3","Minnesota","27","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,4716540,Unreliable
,"White","2106-3","Minnesota","27","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,4760630,Unreliable
,"White","2106-3","Minnesota","27","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,4760630,Unreliable
,"White","2106-3","Minnesota","27","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,4779768,Unreliable
,"White","2106-3","Minnesota","27","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,4779768,Unreliable
,"White","2106-3","Missouri","29","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,5057536,Unreliable
,"White","2106-3","Missouri","29","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,5057536,Unreliable
,"White","2106-3","Missouri","29","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5081387,Unreliable
,"White","2106-3","Missouri","29","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5081387,Unreliable
,"White","2106-3","Missouri","29","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,5110036,Unreliable
,"White","2106-3","Missouri","29","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,5110036,Unreliable
,"White","2106-3","Missouri","29","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",22,5112730,0.4
,"White","2106-3","Missouri","29","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",22,5112730,0.4
,"White","2106-3","Missouri","29","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",22,5124168,0.4
,"White","2106-3","Missouri","29","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,5124168,0.4
,"White","2106-3","Missouri","29","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",22,5130149,0.4
,"White","2106-3","Missouri","29","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",22,5130149,0.4
,"White","2106-3","Missouri","29","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",20,5137798,0.4
,"White","2106-3","Missouri","29","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,5137798,Unreliable
,"White","2106-3","Missouri","29","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,5141898,Unreliable
,"White","2106-3","Missouri","29","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,5141898,Unreliable
,"White","2106-3","Missouri","29","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,5152579,Unreliable
,"White","2106-3","Missouri","29","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,5152579,Unreliable
,"White","2106-3","Missouri","29","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",18,5156415,Unreliable
,"White","2106-3","Missouri","29","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",18,5156415,Unreliable
,"White","2106-3","Missouri","29","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5161380,Unreliable
,"White","2106-3","Missouri","29","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5161380,Unreliable
,"White","2106-3","Missouri","29","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",26,5167287,0.5
,"White","2106-3","Missouri","29","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",25,5167287,0.5
,"White","2106-3","New Jersey","34","2004","2004","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,6670703,Unreliable
,"White","2106-3","New Jersey","34","2004","2004","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,6670703,Unreliable
,"White","2106-3","New Jersey","34","2005","2005","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,6654085,Unreliable
,"White","2106-3","New Jersey","34","2005","2005","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,6654085,Unreliable
,"White","2106-3","New Jersey","34","2006","2006","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",21,6632976,0.3
,"White","2106-3","New Jersey","34","2006","2006","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,6632976,0.3
,"White","2106-3","New Jersey","34","2007","2007","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",22,6615252,0.3
,"White","2106-3","New Jersey","34","2007","2007","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,6615252,0.3
,"White","2106-3","New Jersey","34","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",15,6611708,Unreliable
,"White","2106-3","New Jersey","34","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",15,6611708,Unreliable
,"White","2106-3","New Jersey","34","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",23,6615988,0.3
,"White","2106-3","New Jersey","34","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",23,6615988,0.3
,"White","2106-3","New Jersey","34","2010","2010","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",15,6621985,Unreliable
,"White","2106-3","New Jersey","34","2010","2010","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,6621985,Unreliable
,"White","2106-3","New Jersey","34","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",25,6618403,0.4
,"White","2106-3","New Jersey","34","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",25,6618403,0.4
,"White","2106-3","New Jersey","34","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",20,6619471,0.3
,"White","2106-3","New Jersey","34","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",20,6619471,0.3
,"White","2106-3","New Jersey","34","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",23,6618759,0.3
,"White","2106-3","New Jersey","34","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",23,6618759,0.3
,"White","2106-3","New Jersey","34","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",26,6613281,0.4
,"White","2106-3","New Jersey","34","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",25,6613281,0.4
,"White","2106-3","New Jersey","34","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",27,6596284,0.4
,"White","2106-3","New Jersey","34","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",27,6596284,0.4
,"White","2106-3","New Jersey","34","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",22,6564595,0.3
,"White","2106-3","New Jersey","34","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",22,6564595,0.3
,"White","2106-3","New Jersey","34","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",25,6583130,0.4
,"White","2106-3","New Jersey","34","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",25,6583130,0.4
,"White","2106-3","New Jersey","34","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,6511007,Unreliable
,"White","2106-3","New Jersey","34","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",18,6511007,Unreliable
,"White","2106-3","New Jersey","34","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,6484830,Unreliable
,"White","2106-3","New Jersey","34","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,6484830,Unreliable
,"White","2106-3","New Jersey","34","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",20,6440419,0.3
,"White","2106-3","New Jersey","34","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,6440419,Unreliable
,"White","2106-3","New Mexico","35","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,1707457,Unreliable
,"White","2106-3","New Mexico","35","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,1707457,Unreliable
,"White","2106-3","New Mexico","35","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,1758658,Unreliable
,"White","2106-3","New York","36","1999","1999","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,14235763,Unreliable
,"White","2106-3","New York","36","1999","1999","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,14235763,Unreliable
,"White","2106-3","New York","36","2001","2001","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,14281400,Unreliable
,"White","2106-3","New York","36","2001","2001","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",18,14281400,Unreliable
,"White","2106-3","New York","36","2002","2002","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,14276260,Unreliable
,"White","2106-3","New York","36","2002","2002","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,14276260,Unreliable
,"White","2106-3","New York","36","2003","2003","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",26,14263472,0.2
,"White","2106-3","New York","36","2003","2003","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",26,14263472,0.2
,"White","2106-3","New York","36","2004","2004","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",44,14222791,0.3
,"White","2106-3","New York","36","2004","2004","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",44,14222791,0.3
,"White","2106-3","New York","36","2005","2005","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",23,14146723,0.2
,"White","2106-3","New York","36","2005","2005","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",22,14146723,0.2
