race,race_code,state,state_code,year,year_code,icd10_113_cause_list,icd10_113_cause_list_code,deaths,population,crude_rate
White,2106-3,Washington,53.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5577318.0,
White,2106-3,Washington,53.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,5748606.0,
White,2106-3,Washington,53.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,5748606.0,
White,2106-3,Washington,53.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5779189.0,
White,2106-3,Washington,53.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5779189.0,
White,2106-3,Washington,53.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,5816503.0,
White,2106-3,Washington,53.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,5816503.0,
White,2106-3,Washington,53.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,5861584.0,
White,2106-3,Washington,53.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,5861584.0,
White,2106-3,Washington,53.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5923371.0,
White,2106-3,Washington,53.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5923371.0,
White,2106-3,Washington,53.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,6064494.0,
White,2106-3,Washington,53.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,6064494.0,
White,2106-3,Washington,53.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,6128227.0,
White,2106-3,Washington,53.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,6128227.0,
White,2106-3,Washington,53.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,6165296.0,0.3
White,2106-3,Washington,53.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,20.0,6165296.0,0.3
White,2106-3,West Virginia,54.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,1708531.0,
White,2106-3,West Virginia,54.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,1708531.0,
White,2106-3,Wisconsin,55.0,2005,2005.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,5005823.0,
White,2106-3,Wisconsin,55.0,2005,2005.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,5005823.0,
White,2106-3,Wisconsin,55.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,5024117.0,
White,2106-3,Wisconsin,55.0,2006,2006.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,5024117.0,
White,2106-3,Wisconsin,55.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,5043468.0,
White,2106-3,Wisconsin,55.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,5043468.0,
White,2106-3,Wisconsin,55.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5075213.0,
White,2106-3,Wisconsin,55.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5083263.0,
White,2106-3,Wisconsin,55.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5083263.0,
White,2106-3,Wisconsin,55.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,5096616.0,
White,2106-3,Wisconsin,55.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5096616.0,
White,2106-3,Wisconsin,55.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5107934.0,
White,2106-3,Wisconsin,55.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5107934.0,
White,2106-3,Wisconsin,55.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,5109986.0,
White,2106-3,Wisconsin,55.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,5109986.0,
White,2106-3,Wisconsin,55.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5111213.0,
White,2106-3,Wisconsin,55.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5111213.0,
White,2106-3,Wisconsin,55.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5111927.0,
White,2106-3,Wisconsin,55.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5111927.0,
White,2106-3,Wisconsin,55.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,5121088.0,
White,2106-3,Wisconsin,55.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,5121088.0,
